DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2005-0101-AFG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AFG,Afghanistan,Southern Asia,Asia,"Nimroz, Uruzgan, Farah, Ghor provinces",Heavy rains and snowmelt,,No,No,No,,46050,Km2,,,"Sistan Wetlands, Helmand rivers and tributaries",2005,3,5,2005,4,5,3,,,1500,1500,,,,,,,64.0927402574269,"[{""adm1_code"":277,""adm1_name"":""Farah""},{""adm1_code"":280,""adm1_name"":""Ghor""},{""adm1_code"":293,""adm1_name"":""Nimroz""},{""adm1_code"":99881,""adm1_name"":""Uruzgan""}]",2005-09-14,2023-09-25
2005-0113-IRN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Lorestan province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,23040,Km2,,,,2005,3,11,2005,3,12,3,,3000,,3000,,,,,,,64.0927402574269,"[{""adm1_code"":1555,""adm1_name"":""Lorestan""}]",2005-03-25,2023-09-25
2005-0169-AFG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AFG,Afghanistan,Southern Asia,Asia,"Farah city (Farah district, Farah province), Chakhansur, Charburjak districts (Nimroz province), Dehrawud, Tirinkot, Khasuruzgan, Chora districts (Uruzgan province), Chaghcharan, Taywarah, Charsadra, Shahrak districts (Ghor province), Adraskan, Pashtunzarghun, Farsi districts (Hirat province), Faryab, Paktya, Khost and Paktika provinces",Heavy rains and snowmelt,,No,No,No,,275300,Km2,,,"Sistan Wetlands, Helmand river and tributaries",2005,3,5,2005,3,25,200,3,11000,,11003,,,,,,,64.0927402574269,"[{""adm1_code"":278,""adm1_name"":""Faryab""},{""adm1_code"":287,""adm1_name"":""Khost""},{""adm1_code"":295,""adm1_name"":""Paktika""},{""adm1_code"":296,""adm1_name"":""Paktya""},{""adm2_code"":3499,""adm2_name"":""Farah""},{""adm2_code"":3540,""adm2_name"":""Taywarah""},{""adm2_code"":99967,""adm2_name"":""Shahrak""},{""adm2_code"":99969,""adm2_name"":""Charsadra""},{""adm2_code"":99970,""adm2_name"":""Chaghcharan""},{""adm2_code"":3557,""adm2_name"":""Farsi""},{""adm2_code"":3568,""adm2_name"":""Pashtunzarghun""},{""adm2_code"":99950,""adm2_name"":""Adraskan""},{""adm2_code"":3674,""adm2_name"":""Charburjak""},{""adm2_code"":3675,""adm2_name"":""Chakhansur""},{""adm2_code"":3747,""adm2_name"":""Chora""},{""adm2_code"":3749,""adm2_name"":""Dehrawud""},{""adm2_code"":3751,""adm2_name"":""Khasuruzgan""},{""adm2_code"":3756,""adm2_name"":""Tirinkot""}]",2006-02-27,2023-09-25
2005-0170-PAK,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PAK,Pakistan,Southern Asia,Asia,"Gwadar, Killa Abdullah, Kech districts (Balochistan province)",Heavy rain,Broken Dam/Burst bank,No,No,No,,104000,Km2,,,,2005,3,2,2005,3,8,15,,5000,,5000,,,,,,,64.0927402574269,"[{""adm2_code"":23616,""adm2_name"":""Gwadar District""},{""adm2_code"":40298,""adm2_name"":""Kech District""},{""adm2_code"":40301,""adm2_name"":""Killa Abdullah District""}]",2005-03-30,2023-09-25
2005-0192-PAK,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,PAK,Pakistan,Southern Asia,Asia,"Kohlu, Sibi, Nasirabad districts (Balochistan province)",Heavy rains,,No,No,No,,75650,Km2,,,,2005,3,20,2005,3,24,20,,,3500,3500,,,,,,,64.0927402574269,"[{""adm2_code"":23621,""adm2_name"":""Kohlu District""},{""adm2_code"":40308,""adm2_name"":""Nasirabad District""},{""adm2_code"":40312,""adm2_name"":""Sibi District""}]",2005-09-14,2023-09-25
2005-0261-BGD,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,BGD,Bangladesh,Southern Asia,Asia,"Maulvibazar, Habiganj districts (Sylhet province)",Heavy rains,Broken Dam/Burst bank,No,No,No,,12730,Km2,,,"Kushiara, Manu, Dholai and the Khowai",2005,5,25,2005,5,28,13,,50000,,50000,,,,,,,64.0927402574269,"[{""adm2_code"":5821,""adm2_name"":""Habiganj""},{""adm2_code"":5822,""adm2_name"":""Maulvibazar""}]",2005-09-14,2023-09-25
2005-0281-AFG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AFG,Afghanistan,Southern Asia,Asia,"Purchaman district (Farah province), Barakhana, Karistan, Jarmatu villages (Chaghcharan district, Ghor province), Taywarah, Tolak, Shahrak districts (Ghor province), Wardak, Logar, Kapisa provinces",Snowmelt,,No,No,No,,82360,Km2,,,Amu Darya,2005,5,4,2005,5,8,20,,500,,500,,,,,,,64.0927402574269,"[{""adm1_code"":286,""adm1_name"":""Kapisa""},{""adm1_code"":291,""adm1_name"":""Logar""},{""adm1_code"":302,""adm1_name"":""Wardak""},{""adm2_code"":3503,""adm2_name"":""Purchaman""},{""adm2_code"":3540,""adm2_name"":""Taywarah""},{""adm2_code"":3541,""adm2_name"":""Tolak""},{""adm2_code"":99967,""adm2_name"":""Shahrak""},{""adm2_code"":99970,""adm2_name"":""Chaghcharan""}]",2005-09-14,2023-09-25
2005-0314-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Mokokchung district (Nagaland province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2005,5,27,2005,5,27,14,12,,,12,,,,,,,64.0927402574269,"[{""adm2_code"":17802,""adm2_name"":""Mokokchung""}]",2005-07-25,2023-09-25
2005-0322-AFG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AFG,Afghanistan,Southern Asia,Asia,"Badakhstan, Takhar, Samangan, Sar-e-Pul, Faryab, Nangarhar, Jawzjan, Kapisa, Kunar, Bamyan, Kunduz, Balkh provinces",Heavy rains and thunderstorms,,No,Yes,No,1006,,Km2,,,,2005,6,16,2005,6,17,48,40,,5000,5040,,,,,,,64.0927402574269,"[{""adm1_code"":272,""adm1_name"":""Badakhshan""},{""adm1_code"":275,""adm1_name"":""Balkh""},{""adm1_code"":276,""adm1_name"":""Bamyan""},{""adm1_code"":278,""adm1_name"":""Faryab""},{""adm1_code"":283,""adm1_name"":""Jawzjan""},{""adm1_code"":286,""adm1_name"":""Kapisa""},{""adm1_code"":288,""adm1_name"":""Kunar""},{""adm1_code"":289,""adm1_name"":""Kunduz""},{""adm1_code"":292,""adm1_name"":""Nangarhar""},{""adm1_code"":298,""adm1_name"":""Samangan""},{""adm1_code"":299,""adm1_name"":""Sar-e-Pul""},{""adm1_code"":300,""adm1_name"":""Takhar""}]",2005-12-19,2023-09-25
2005-0335-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Surat, Valsad, Navsari, Bharuch, Vadodara, Surendranagar, The Dangs, Ahmedabad, Anand, Kheda, Amreli, Bhavnagar, Junagadh, Rajkot, Narmada, Jamnagar, Gandhinagar, Sabarkantha districts (Gujarat province)",Heavy rains,,No,No,No,,,Km2,,,"Vishwamitry, Purnea, Auranga, Wanki, Ambika, Kaveri, Kharera",2005,6,28,2005,7,15,239,,405000,,405000,,,156000,243397,2300000,3588550,64.0927402574269,"[{""adm2_code"":17635,""adm2_name"":""Ahmadabad""},{""adm2_code"":17636,""adm2_name"":""Amreli""},{""adm2_code"":17638,""adm2_name"":""Bharuch""},{""adm2_code"":17639,""adm2_name"":""Bhavnagar""},{""adm2_code"":17640,""adm2_name"":""Gandhinagar""},{""adm2_code"":17641,""adm2_name"":""Jamnagar""},{""adm2_code"":17642,""adm2_name"":""Junagadh""},{""adm2_code"":17644,""adm2_name"":""Kheda""},{""adm2_code"":17647,""adm2_name"":""Rajkot""},{""adm2_code"":17648,""adm2_name"":""Sabar Kantha""},{""adm2_code"":17649,""adm2_name"":""Surat""},{""adm2_code"":17650,""adm2_name"":""Surendranagar""},{""adm2_code"":17651,""adm2_name"":""The Dangs""},{""adm2_code"":17652,""adm2_name"":""Vadodara""},{""adm2_code"":17653,""adm2_name"":""Valsad""},{""adm2_code"":70124,""adm2_name"":""Anand""},{""adm2_code"":70126,""adm2_name"":""Narmada""},{""adm2_code"":70127,""adm2_name"":""Navsari""}]",2006-01-18,2023-09-25
2005-0354-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Digras, Nandgavan villages (Yavatmal district, Maharashtra province)",Monsonal rains,Broken Dam/Burst bank,No,No,No,,,Km2,,,,2005,7,9,2005,7,9,25,,,,,,,,,,,64.0927402574269,"[{""adm2_code"":17785,""adm2_name"":""Yavatmal""}]",2005-07-13,2023-09-25
2005-0360-AFG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AFG,Afghanistan,Southern Asia,Asia,"Daronta village (Jalalabad district, Nangarhar province), Lalpur, Muhmand Dara, Behsud, Kama, Goshta (Nangarhar province), Laghman and Takhar provinces",Snowmelt,,No,No,No,,,Km2,,,"Khatayan, Alingar",2005,6,21,2005,8,5,,,,,,,,,,,,64.0927402574269,"[{""adm1_code"":290,""adm1_name"":""Laghman""},{""adm1_code"":300,""adm1_name"":""Takhar""},{""adm2_code"":3660,""adm2_name"":""Goshta""},{""adm2_code"":3663,""adm2_name"":""Kama""},{""adm2_code"":3666,""adm2_name"":""Lalpur""},{""adm2_code"":3667,""adm2_name"":""Muhmand Dara""},{""adm2_code"":99913,""adm2_name"":""Jalalabad""},{""adm2_code"":99928,""adm2_name"":""Behsud""}]",2006-01-16,2023-09-25
2005-0360-PAK,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PAK,Pakistan,Southern Asia,Asia,"Monda village (Doda district, Jammu and Kashmir province), Charsadda, Chitral, D. I. Khan, Karak, Nowshera, Mansehra, Peshawar, Shangla, Swat districts (North-West Frontier province), Dadu, Ghotki, Thatta, Jacobabad, Khairpur, Shikarpur, Sukkur districts (Sindh province), Punjab province",Heavy snowfall during winter and unprecedented high temperatures,,No,No,No,958,28630,Km2,,,"Upper Indus tributariesKabul, Swat, Shalam, Kunar, Chitral, Panjkora.",2005,6,21,2005,8,5,39,,460073,,460073,,,,,,,64.0927402574269,"[{""adm1_code"":2276,""adm1_name"":""Punjab""},{""adm2_code"":23642,""adm2_name"":""D. I. Khan District""},{""adm2_code"":40333,""adm2_name"":""Charsadda District""},{""adm2_code"":40334,""adm2_name"":""Chitral District""},{""adm2_code"":40338,""adm2_name"":""Karak District""},{""adm2_code"":40344,""adm2_name"":""Mansehra District""},{""adm2_code"":40346,""adm2_name"":""Nowshera District""},{""adm2_code"":40347,""adm2_name"":""Peshawar District""},{""adm2_code"":40348,""adm2_name"":""Shangla District""},{""adm2_code"":40350,""adm2_name"":""Swat District""},{""adm2_code"":23682,""adm2_name"":""Dadu District""},{""adm2_code"":23684,""adm2_name"":""Jacobabad District""},{""adm2_code"":23686,""adm2_name"":""Khairpur District""},{""adm2_code"":23690,""adm2_name"":""Shikarpur District""},{""adm2_code"":23693,""adm2_name"":""Thatta District""},{""adm2_code"":40389,""adm2_name"":""Ghotki District""},{""adm2_code"":40404,""adm2_name"":""Sukkur District""},{""adm2_code"":72809,""adm2_name"":""Administrative unit not available""}]",2006-01-16,2023-09-25
2005-0361-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Sangla, Kalpa, Yangthang, Sumdo, Khab, Karcham, Leo, Akpa, Kharo villages (Kinnaur district, Himachal Pradesh province), Rampur Bushahr village (Shimla district, Himachal Pradesh province), Kullu, Bilaspur, Mandi districts (Himachal Pradesh)",Heavy rains,Broken Dam/Burst bank,No,No,No,,6530,Km2,,,"Sutlej, Parechu, Spiti",2005,6,26,2005,6,29,6,,5000,,5000,,,,,23000,35885,64.0927402574269,"[{""adm2_code"":17666,""adm2_name"":""Bilaspur""},{""adm2_code"":17670,""adm2_name"":""Kinnaur""},{""adm2_code"":17671,""adm2_name"":""Kullu""},{""adm2_code"":17673,""adm2_name"":""Mandi""},{""adm2_code"":17674,""adm2_name"":""Shimla""}]",2005-09-14,2023-09-25
2005-0375-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BGD,Bangladesh,Southern Asia,Asia,"Kurigram, Gaibandha, Lalmonirhat, Rangpur, Nilphamari districts (Rangpur province), Sherpur, Jamalpur, Dhaka, Narayanganj, Munshiganj, Madaripur, districts (Dhaka province), Sirajganj, Bogra districts (Rajshahi province)",Monsoonal rain,,No,No,No,,,Km2,,,"Brahammaputra-Jamuna and Ganges-Padma-Meghna basins - Teesta, Dharla, Brahmaputra, Kortoa, Ghagot",2005,7,7,2005,7,27,23,,1000000,,1000000,,,,,,,64.0927402574269,"[{""adm2_code"":5778,""adm2_name"":""Dhaka""},{""adm2_code"":5782,""adm2_name"":""Jamalpur""},{""adm2_code"":5784,""adm2_name"":""Madaripur""},{""adm2_code"":5786,""adm2_name"":""Munshiganj""},{""adm2_code"":5788,""adm2_name"":""Narayanganj""},{""adm2_code"":5793,""adm2_name"":""Sherpur""},{""adm2_code"":5805,""adm2_name"":""Bogra""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5809,""adm2_name"":""Kurigram""},{""adm2_code"":5810,""adm2_name"":""Lalmonirhat""},{""adm2_code"":5814,""adm2_name"":""Nilphamari""},{""adm2_code"":5818,""adm2_name"":""Rangpur""}]",2005-09-14,2023-09-25
2005-0375-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Yingkiong village (Upper Siang (70051) district, Arunachal Pradesh province), Seppa village (East Kameng (70040) district, Arunachal Pradesh province), Anini village (70050 district, Arunachal Pradesh province), Dibrugarh, Sonitpur, Sibsagar, Dhemaji, Tinsukia, Karimganj, Lakhimpur, Jorhat, Morigaon, Dhuburi, Goalpara, Barpeta districts (Assam province), Bahraich, Shravasti, Banda, Ballia, Lakhimpur Kheri, Kanpur, Varanasi, Mainpuri districts (Uttar Pradesh province), Haridwar, Uttarkashi, Naini Tal, Dehran Dun districts (Uttarakhand province), Muzaffarpur, Darbhanga, Madhubani districts (Bihar province), Birbhum district (West Bengal province)",Monsoon rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,"Brahmaputra and tributaries. Lohit, Dikhow, Jai Bharati, Puthimari, Subansairi, Dhansiri, Durra, Burhi-Dehing, Kundli, Jiyadhol, Lali and Siang, Barak. Ganges and tributaries. Baghmati, Ganga, Sharda, Gandak, Yamuna, Varuna, Nagwa nullah, Kane, Kosi, Bagmati, Kamla, Budi Gandak, Rapti, Ghaghra, Gomti, Ken, Budhi Rapti.",2005,7,7,2005,7,28,70,,1904000,4000,1908000,,,,,,,64.0927402574269,"[{""adm2_code"":17576,""adm2_name"":""Barpeta""},{""adm2_code"":17579,""adm2_name"":""Dhuburi""},{""adm2_code"":17580,""adm2_name"":""Dibrugarh""},{""adm2_code"":17581,""adm2_name"":""Goalpara""},{""adm2_code"":17585,""adm2_name"":""Karimganj""},{""adm2_code"":17592,""adm2_name"":""Sibsagar""},{""adm2_code"":17593,""adm2_name"":""Sonitpur""},{""adm2_code"":70087,""adm2_name"":""Dhemaji""},{""adm2_code"":70089,""adm2_name"":""Jorhat""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""},{""adm2_code"":70092,""adm2_name"":""Marigaon""},{""adm2_code"":70093,""adm2_name"":""Tinsukia""},{""adm2_code"":17947,""adm2_name"":""Birbhum""},{""adm2_code"":70040,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70050,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70051,""adm2_name"":""Administrative unit not available""},{""adm2_code"":17598,""adm2_name"":""Darbhanga""},{""adm2_code"":17611,""adm2_name"":""Madhubani""},{""adm2_code"":17613,""adm2_name"":""Muzaffarpur""},{""adm2_code"":17893,""adm2_name"":""Bahraich""},{""adm2_code"":17894,""adm2_name"":""Ballia""},{""adm2_code"":17895,""adm2_name"":""Banda""},{""adm2_code"":17920,""adm2_name"":""Kanpur""},{""adm2_code"":17921,""adm2_name"":""Lakhimpur Kheri""},{""adm2_code"":17924,""adm2_name"":""Mainpuri""},{""adm2_code"":17943,""adm2_name"":""Varanasi""},{""adm2_code"":70277,""adm2_name"":""Shravasti""},{""adm2_code"":17903,""adm2_name"":""Dehra Dun""},{""adm2_code"":70284,""adm2_name"":""Haridwar""},{""adm2_code"":70285,""adm2_name"":""Naini Tal""},{""adm2_code"":70289,""adm2_name"":""Uttarkashi""}]",2005-09-14,2023-09-25
2005-0375-NPL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,NPL,Nepal,Southern Asia,Asia,"Banke area (Bheri district, Mid Western province), Sunsari area (Koshi district, Eastern province)",Monsoonal rain,,No,No,No,,,Km2,,,"Rapti, Bagmati and Lalbakaiya, Saptakosi",2005,7,7,2005,7,27,,,30000,,30000,,,,,,,64.0927402574269,"[{""adm2_code"":22354,""adm2_name"":""Koshi""},{""adm2_code"":22361,""adm2_name"":""Bheri""}]",2005-09-14,2023-09-25
2005-0398-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Ashoknagar, Chhatarpur, Damoh, Jabalpur, Katni, Narsinghpur, Panna, Rewa, Sagar, Satna districts (Madhya Pradesh province)",Monsoonal rains,,No,No,No,,55740,Km2,,,"Maijee, Simrol and Katni, Tons, Ledraha, Mahanadi, Son, Banganga",2005,7,2,2005,7,15,62,,49000,,49000,,,,,,,64.0927402574269,"[{""adm2_code"":17718,""adm2_name"":""Chhatarpur""},{""adm2_code"":17720,""adm2_name"":""Damoh""},{""adm2_code"":17730,""adm2_name"":""Jabalpur""},{""adm2_code"":17735,""adm2_name"":""Narsinghpur""},{""adm2_code"":17736,""adm2_name"":""Panna""},{""adm2_code"":17743,""adm2_name"":""Rewa""},{""adm2_code"":17744,""adm2_name"":""Sagar""},{""adm2_code"":17745,""adm2_name"":""Satna""},{""adm2_code"":70169,""adm2_name"":""Ashoknagar""},{""adm2_code"":70174,""adm2_name"":""Katni""}]",2005-09-12,2023-09-25
2005-0399-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, East Godavari, Guntur, Krishna, Nellore, Prakasam, Srikakulam, Vishakhapatnam, Vizianagaram, West Godavari districts (Andhra Pradesh province)",Heavy rains,,No,No,No,,,Km2,,,,2005,7,10,2005,7,10,12,,10000,,10000,,,,,,,64.0927402574269,"[{""adm2_code"":17547,""adm2_name"":""Adilabad""},{""adm2_code"":17551,""adm2_name"":""East Godavari""},{""adm2_code"":17552,""adm2_name"":""Guntur""},{""adm2_code"":17553,""adm2_name"":""Hyderabad""},{""adm2_code"":17554,""adm2_name"":""Karimnagar""},{""adm2_code"":17555,""adm2_name"":""Khammam""},{""adm2_code"":17556,""adm2_name"":""Krishna""},{""adm2_code"":17558,""adm2_name"":""Mahbubnagar""},{""adm2_code"":17559,""adm2_name"":""Medak""},{""adm2_code"":17560,""adm2_name"":""Nalgonda""},{""adm2_code"":17561,""adm2_name"":""Nellore""},{""adm2_code"":17562,""adm2_name"":""Nizamabad""},{""adm2_code"":17563,""adm2_name"":""Prakasam""},{""adm2_code"":17564,""adm2_name"":""Rangareddi""},{""adm2_code"":17565,""adm2_name"":""Srikakulam""},{""adm2_code"":17566,""adm2_name"":""Vishakhapatnam""},{""adm2_code"":17567,""adm2_name"":""Vizianagaram""},{""adm2_code"":17568,""adm2_name"":""Warangal""},{""adm2_code"":17569,""adm2_name"":""West Godavari""}]",2005-08-04,2023-09-25
2005-0409-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Gujarat, Madhya Pradesh, Maharashtra, Goa, Orissa, Karnataka, Himachal Pradesh, Jammu and Kashmir provinces",Monsoon rain,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",Yes,No,No,12,35550,Km2,,,"Ghawanda, Koyna, Kal, Savitira, Karad, Pawana, Mithi, Mitha and Mula",2005,7,24,2005,8,5,1200,55,20000000,,20000055,,,844000,1316842,3330000,5195596,64.0927402574269,"[{""adm1_code"":1490,""adm1_name"":""Goa""},{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":1494,""adm1_name"":""Karnataka""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""}]",2006-01-16,2023-09-25
2005-0414-IRN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Kalaleh city (Minudasht district, Golestan province)",Heavy rains,,No,No,No,,4580,Km2,,,,2005,7,31,2005,8,1,52,,,,,,,,,,,64.0927402574269,"[{""adm2_code"":41040,""adm2_name"":""Minudasht""}]",2005-09-08,2023-09-25
2005-0426-IRN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Kalaleh city (Minudasht district, Golestan province)",Heavy rains,,No,No,No,,4900,Km2,,,,2005,8,9,2005,8,11,43,,,1750,1750,,,,,,,64.0927402574269,"[{""adm2_code"":41040,""adm2_name"":""Minudasht""}]",2005-09-07,2023-09-25
2005-0436-IRN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Mazandaran province,,,No,No,No,,,Km2,,,,2005,8,15,2005,8,15,11,,,,,,,,,,,64.0927402574269,"[{""adm1_code"":1557,""adm1_name"":""Mazandaran""}]",2005-09-07,2023-09-25
2005-0471-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,Azamgarh district (Uttar Pradesh province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,12680,Km2,,,"Ghaghra, Saryu rivers",2005,8,26,2005,8,28,27,,800000,,800000,,,,,,,64.0927402574269,"[{""adm2_code"":17892,""adm2_name"":""Azamgarh""}]",2006-02-28,2023-09-25
2005-0504-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Karnataka, Andhra Pradesh provinces",Monsoonal rain,Broken Dam/Burst bank,No,No,No,,619200,Km2,,,Krishna and Godavari and tributaries,2005,7,23,2005,8,16,126,,100000,,100000,,,,,,,64.0927402574269,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1494,""adm1_name"":""Karnataka""}]",2005-09-09,2023-09-25
2005-0511-AFG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AFG,Afghanistan,Southern Asia,Asia,Ghaziabad district (Kunar province),Torrential rains,,No,No,No,,3200,Km2,,,,2005,9,11,2005,9,12,12,,,,,,,,,,,64.0927402574269,"[{""adm1_code"":288,""adm1_name"":""Kunar""}]",2006-01-13,2023-09-25
2005-0539-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Himachal Pradesh, Uttar Pradesh, Uttarakhand provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,,308700,Km2,,,Ganges tributaris,2005,9,16,2005,9,19,23,4,,2500,2504,,,,,,,64.0927402574269,"[{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""}]",2006-04-27,2023-09-25
2005-0541-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Raj Nandgaon, Durg districts (Chhattisgarh province), Baleshwar, Bhadrak, Jajpur districts (Orissa province), Bhandara, Gondiya, Nagpur districts (Maharashtra province), Balaghat, Katni, Jabalpur, Seoni districts (Madhya Pradesh province)",,Broken Dam/Burst bank,No,No,No,,312900,Km2,,,"Budhabalanga, Subarnarekha, Baitarani, Mahanadi, Kathajod, Shivnath, Banganga",2005,9,14,2005,9,20,89,,550000,,550000,,,,,420000,655300,64.0927402574269,"[{""adm2_code"":17761,""adm2_name"":""Bhandara""},{""adm2_code"":17771,""adm2_name"":""Nagpur""},{""adm2_code"":70180,""adm2_name"":""Gondiya""},{""adm2_code"":70207,""adm2_name"":""Baleshwar""},{""adm2_code"":70209,""adm2_name"":""Bhadrak""},{""adm2_code"":70215,""adm2_name"":""Jajpur""},{""adm2_code"":17724,""adm2_name"":""Durg""},{""adm2_code"":70117,""adm2_name"":""Raj Nandgaon""},{""adm2_code"":17712,""adm2_name"":""Balaghat""},{""adm2_code"":17730,""adm2_name"":""Jabalpur""},{""adm2_code"":17747,""adm2_name"":""Seoni""},{""adm2_code"":70174,""adm2_name"":""Katni""}]",2006-04-19,2023-09-25
2005-0556-NPL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,NPL,Nepal,Southern Asia,Asia,"Kanchanpur, Baitadi, Dadeldhura, Darchula areas (Mahakali district, Far Western province)",Late monsoon rains,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",No,No,No,,8030,Km2,,,"Mahakali, Shirsha, Ragoon",2005,9,24,2005,9,29,51,,1600,,1600,,,,,,,64.0927402574269,"[{""adm2_code"":22357,""adm2_name"":""Mahakali""}]",2006-02-28,2023-09-25
